e+CO2 cross-sections, extrapolated from Mumma et al. [1972]
439.4,4.0946527E-19,5.3337911E-19
439.5,4.0939455E-19,5.3322985E-19
439.6,4.0932385E-19,5.3308065E-19
439.7,4.0925319E-19,5.3293153E-19
439.8,4.0918255E-19,5.3278249E-19
439.9,4.0911194E-19,5.3263352E-19
440,4.0904135E-19,5.3248463E-19
440.1,4.0897080E-19,5.3233582E-19
440.2,4.0890027E-19,5.3218708E-19
440.3,4.0882977E-19,5.3203841E-19
440.4,4.0875930E-19,5.3188982E-19
440.5,4.0868886E-19,5.3174131E-19
440.6,4.0861845E-19,5.3159287E-19
440.7,4.0854806E-19,5.3144450E-19
440.8,4.0847770E-19,5.3129621E-19
440.9,4.0840737E-19,5.3114800E-19
441,4.0833707E-19,5.3099986E-19
441.1,4.0826680E-19,5.3085179E-19
441.2,4.0819655E-19,5.3070380E-19
441.3,4.0812633E-19,5.3055589E-19
441.4,4.0805614E-19,5.3040805E-19
441.5,4.0798598E-19,5.3026028E-19
441.6,4.0791585E-19,5.3011259E-19
441.7,4.0784574E-19,5.2996498E-19
441.8,4.0777567E-19,5.2981744E-19
441.9,4.0770562E-19,5.2966997E-19
442,4.0763559E-19,5.2952257E-19
442.1,4.0756560E-19,5.2937526E-19
442.2,4.0749563E-19,5.2922801E-19
442.3,4.0742569E-19,5.2908084E-19
442.4,4.0735578E-19,5.2893375E-19
442.5,4.0728590E-19,5.2878672E-19
442.6,4.0721604E-19,5.2863978E-19
442.7,4.0714622E-19,5.2849290E-19
442.8,4.0707642E-19,5.2834610E-19
442.9,4.0700665E-19,5.2819938E-19
443,4.0693690E-19,5.2805272E-19
443.1,4.0686718E-19,5.2790615E-19
443.2,4.0679750E-19,5.2775964E-19
443.3,4.0672783E-19,5.2761321E-19
443.4,4.0665820E-19,5.2746685E-19
443.5,4.0658860E-19,5.2732057E-19
443.6,4.0651902E-19,5.2717436E-19
443.7,4.0644947E-19,5.2702822E-19
443.8,4.0637994E-19,5.2688216E-19
443.9,4.0631045E-19,5.2673617E-19
444,4.0624098E-19,5.2659025E-19
444.1,4.0617154E-19,5.2644441E-19
444.2,4.0610213E-19,5.2629864E-19
444.3,4.0603274E-19,5.2615295E-19
444.4,4.0596338E-19,5.2600732E-19
444.5,4.0589405E-19,5.2586177E-19
444.6,4.0582475E-19,5.2571629E-19
444.7,4.0575547E-19,5.2557089E-19
444.8,4.0568622E-19,5.2542556E-19
444.9,4.0561700E-19,5.2528030E-19
445,4.0554781E-19,5.2513511E-19
445.1,4.0547864E-19,5.2499000E-19
445.2,4.0540950E-19,5.2484496E-19
445.3,4.0534039E-19,5.2469999E-19
445.4,4.0527131E-19,5.2455509E-19
445.5,4.0520225E-19,5.2441027E-19
445.6,4.0513322E-19,5.2426552E-19
445.7,4.0506422E-19,5.2412084E-19
445.8,4.0499524E-19,5.2397624E-19
445.9,4.0492629E-19,5.2383170E-19
446,4.0485737E-19,5.2368724E-19
446.1,4.0478848E-19,5.2354285E-19
446.2,4.0471961E-19,5.2339854E-19
446.3,4.0465077E-19,5.2325429E-19
446.4,4.0458196E-19,5.2311012E-19
446.5,4.0451317E-19,5.2296602E-19
446.6,4.0444442E-19,5.2282199E-19
446.7,4.0437568E-19,5.2267803E-19
446.8,4.0430698E-19,5.2253415E-19
446.9,4.0423830E-19,5.2239034E-19
447,4.0416965E-19,5.2224660E-19
447.1,4.0410103E-19,5.2210293E-19
447.2,4.0403243E-19,5.2195933E-19
447.3,4.0396387E-19,5.2181580E-19
447.4,4.0389532E-19,5.2167235E-19
447.5,4.0382681E-19,5.2152896E-19
447.6,4.0375832E-19,5.2138565E-19
447.7,4.0368986E-19,5.2124241E-19
447.8,4.0362142E-19,5.2109924E-19
447.9,4.0355302E-19,5.2095614E-19
448,4.0348464E-19,5.2081312E-19
448.1,4.0341628E-19,5.2067016E-19
448.2,4.0334796E-19,5.2052728E-19
448.3,4.0327966E-19,5.2038446E-19
448.4,4.0321138E-19,5.2024172E-19
448.5,4.0314314E-19,5.2009905E-19
448.6,4.0307492E-19,5.1995645E-19
448.7,4.0300672E-19,5.1981392E-19
448.8,4.0293856E-19,5.1967146E-19
448.9,4.0287042E-19,5.1952907E-19
449,4.0280230E-19,5.1938676E-19
449.1,4.0273422E-19,5.1924451E-19
449.2,4.0266616E-19,5.1910233E-19
449.3,4.0259812E-19,5.1896023E-19
449.4,4.0253012E-19,5.1881819E-19
449.5,4.0246214E-19,5.1867623E-19
449.6,4.0239419E-19,5.1853434E-19
449.7,4.0232626E-19,5.1839251E-19
449.8,4.0225836E-19,5.1825076E-19
449.9,4.0219049E-19,5.1810908E-19
450,4.0212264E-19,5.1796746E-19
450.1,4.0205482E-19,5.1782592E-19
450.2,4.0198702E-19,5.1768445E-19
450.3,4.0191926E-19,5.1754304E-19
450.4,4.0185152E-19,5.1740171E-19
450.5,4.0178380E-19,5.1726045E-19
450.6,4.0171611E-19,5.1711926E-19
450.7,4.0164845E-19,5.1697813E-19
450.8,4.0158082E-19,5.1683708E-19
450.9,4.0151321E-19,5.1669610E-19
451,4.0144563E-19,5.1655518E-19
451.1,4.0137807E-19,5.1641434E-19
451.2,4.0131054E-19,5.1627357E-19
451.3,4.0124304E-19,5.1613286E-19
451.4,4.0117556E-19,5.1599223E-19
451.5,4.0110811E-19,5.1585166E-19
451.6,4.0104068E-19,5.1571116E-19
451.7,4.0097329E-19,5.1557074E-19
451.8,4.0090591E-19,5.1543038E-19
451.9,4.0083857E-19,5.1529009E-19
452,4.0077125E-19,5.1514987E-19
452.1,4.0070395E-19,5.1500972E-19
452.2,4.0063669E-19,5.1486964E-19
452.3,4.0056945E-19,5.1472963E-19
452.4,4.0050223E-19,5.1458969E-19
452.5,4.0043504E-19,5.1444981E-19
452.6,4.0036788E-19,5.1431001E-19
452.7,4.0030074E-19,5.1417027E-19
452.8,4.0023363E-19,5.1403060E-19
452.9,4.0016655E-19,5.1389101E-19
453,4.0009949E-19,5.1375148E-19
453.1,4.0003246E-19,5.1361201E-19
453.2,3.9996545E-19,5.1347262E-19
453.3,3.9989847E-19,5.1333330E-19
453.4,3.9983152E-19,5.1319404E-19
453.5,3.9976459E-19,5.1305486E-19
453.6,3.9969769E-19,5.1291574E-19
453.7,3.9963081E-19,5.1277669E-19
453.8,3.9956396E-19,5.1263771E-19
453.9,3.9949713E-19,5.1249879E-19
454,3.9943034E-19,5.1235995E-19
454.1,3.9936356E-19,5.1222117E-19
454.2,3.9929682E-19,5.1208246E-19
454.3,3.9923009E-19,5.1194382E-19
454.4,3.9916340E-19,5.1180525E-19
454.5,3.9909673E-19,5.1166674E-19
454.6,3.9903009E-19,5.1152831E-19
454.7,3.9896347E-19,5.1138994E-19
454.8,3.9889688E-19,5.1125164E-19
454.9,3.9883031E-19,5.1111340E-19
455,3.9876377E-19,5.1097524E-19
455.1,3.9869725E-19,5.1083714E-19
455.2,3.9863076E-19,5.1069911E-19
455.3,3.9856430E-19,5.1056115E-19
455.4,3.9849786E-19,5.1042325E-19
455.5,3.9843145E-19,5.1028542E-19
455.6,3.9836506E-19,5.1014766E-19
455.7,3.9829870E-19,5.1000997E-19
455.8,3.9823237E-19,5.0987234E-19
455.9,3.9816606E-19,5.0973479E-19
456,3.9809977E-19,5.0959730E-19
456.1,3.9803351E-19,5.0945987E-19
456.2,3.9796728E-19,5.0932252E-19
456.3,3.9790107E-19,5.0918523E-19
456.4,3.9783489E-19,5.0904800E-19
456.5,3.9776874E-19,5.0891085E-19
456.6,3.9770260E-19,5.0877376E-19
456.7,3.9763650E-19,5.0863674E-19
456.8,3.9757042E-19,5.0849979E-19
456.9,3.9750436E-19,5.0836290E-19
457,3.9743834E-19,5.0822608E-19
457.1,3.9737233E-19,5.0808932E-19
457.2,3.9730635E-19,5.0795264E-19
457.3,3.9724040E-19,5.0781602E-19
457.4,3.9717447E-19,5.0767946E-19
457.5,3.9710857E-19,5.0754297E-19
457.6,3.9704269E-19,5.0740655E-19
457.7,3.9697684E-19,5.0727020E-19
457.8,3.9691102E-19,5.0713391E-19
457.9,3.9684521E-19,5.0699769E-19
458,3.9677944E-19,5.0686153E-19
458.1,3.9671369E-19,5.0672544E-19
458.2,3.9664796E-19,5.0658942E-19
458.3,3.9658226E-19,5.0645346E-19
458.4,3.9651659E-19,5.0631757E-19
458.5,3.9645094E-19,5.0618175E-19
458.6,3.9638531E-19,5.0604599E-19
458.7,3.9631971E-19,5.0591030E-19
458.8,3.9625414E-19,5.0577467E-19
458.9,3.9618859E-19,5.0563911E-19
459,3.9612307E-19,5.0550362E-19
459.1,3.9605757E-19,5.0536819E-19
459.2,3.9599209E-19,5.0523283E-19
459.3,3.9592665E-19,5.0509753E-19
459.4,3.9586122E-19,5.0496230E-19
459.5,3.9579582E-19,5.0482713E-19
459.6,3.9573045E-19,5.0469203E-19
459.7,3.9566510E-19,5.0455699E-19
459.8,3.9559978E-19,5.0442203E-19
459.9,3.9553448E-19,5.0428712E-19
460,3.9546921E-19,5.0415228E-19
460.1,3.9540396E-19,5.0401751E-19
460.2,3.9533873E-19,5.0388280E-19
460.3,3.9527354E-19,5.0374816E-19
460.4,3.9520836E-19,5.0361358E-19
460.5,3.9514321E-19,5.0347907E-19
460.6,3.9507809E-19,5.0334462E-19
460.7,3.9501299E-19,5.0321024E-19
460.8,3.9494792E-19,5.0307592E-19
460.9,3.9488287E-19,5.0294167E-19
461,3.9481784E-19,5.0280748E-19
461.1,3.9475284E-19,5.0267336E-19
461.2,3.9468787E-19,5.0253930E-19
461.3,3.9462292E-19,5.0240531E-19
461.4,3.9455799E-19,5.0227138E-19
461.5,3.9449309E-19,5.0213752E-19
461.6,3.9442821E-19,5.0200372E-19
461.7,3.9436336E-19,5.0186999E-19
461.8,3.9429854E-19,5.0173632E-19
461.9,3.9423373E-19,5.0160271E-19
462,3.9416896E-19,5.0146917E-19
462.1,3.9410421E-19,5.0133570E-19
462.2,3.9403948E-19,5.0120229E-19
462.3,3.9397477E-19,5.0106894E-19
462.4,3.9391010E-19,5.0093566E-19
462.5,3.9384544E-19,5.0080244E-19
462.6,3.9378081E-19,5.0066928E-19
462.7,3.9371621E-19,5.0053619E-19
462.8,3.9365163E-19,5.0040317E-19
462.9,3.9358707E-19,5.0027021E-19
463,3.9352254E-19,5.0013731E-19
463.1,3.9345803E-19,5.0000447E-19
463.2,3.9339355E-19,4.9987170E-19
463.3,3.9332909E-19,4.9973900E-19
463.4,3.9326466E-19,4.9960636E-19
463.5,3.9320025E-19,4.9947378E-19
463.6,3.9313587E-19,4.9934126E-19
463.7,3.9307151E-19,4.9920881E-19
463.8,3.9300717E-19,4.9907643E-19
463.9,3.9294286E-19,4.9894410E-19
464,3.9287857E-19,4.9881184E-19
464.1,3.9281431E-19,4.9867965E-19
464.2,3.9275007E-19,4.9854751E-19
464.3,3.9268586E-19,4.9841544E-19
464.4,3.9262167E-19,4.9828344E-19
464.5,3.9255750E-19,4.9815149E-19
464.6,3.9249336E-19,4.9801962E-19
464.7,3.9242925E-19,4.9788780E-19
464.8,3.9236515E-19,4.9775605E-19
464.9,3.9230109E-19,4.9762436E-19
465,3.9223704E-19,4.9749273E-19
465.1,3.9217302E-19,4.9736117E-19
465.2,3.9210903E-19,4.9722967E-19
465.3,3.9204506E-19,4.9709823E-19
465.4,3.9198111E-19,4.9696686E-19
465.5,3.9191719E-19,4.9683554E-19
465.6,3.9185329E-19,4.9670430E-19
465.7,3.9178941E-19,4.9657311E-19
465.8,3.9172556E-19,4.9644199E-19
465.9,3.9166174E-19,4.9631093E-19
466,3.9159794E-19,4.9617993E-19
466.1,3.9153416E-19,4.9604900E-19
466.2,3.9147040E-19,4.9591812E-19
466.3,3.9140667E-19,4.9578731E-19
466.4,3.9134297E-19,4.9565657E-19
466.5,3.9127929E-19,4.9552588E-19
466.6,3.9121563E-19,4.9539526E-19
466.7,3.9115199E-19,4.9526470E-19
466.8,3.9108838E-19,4.9513420E-19
466.9,3.9102480E-19,4.9500377E-19
467,3.9096124E-19,4.9487340E-19
467.1,3.9089770E-19,4.9474309E-19
467.2,3.9083418E-19,4.9461284E-19
467.3,3.9077069E-19,4.9448265E-19
467.4,3.9070723E-19,4.9435253E-19
467.5,3.9064378E-19,4.9422247E-19
467.6,3.9058037E-19,4.9409247E-19
467.7,3.9051697E-19,4.9396253E-19
467.8,3.9045360E-19,4.9383265E-19
467.9,3.9039025E-19,4.9370284E-19
468,3.9032693E-19,4.9357309E-19
468.1,3.9026363E-19,4.9344340E-19
468.2,3.9020035E-19,4.9331377E-19
468.3,3.9013710E-19,4.9318420E-19
468.4,3.9007387E-19,4.9305470E-19
468.5,3.9001067E-19,4.9292525E-19
468.6,3.8994749E-19,4.9279587E-19
468.7,3.8988433E-19,4.9266655E-19
468.8,3.8982120E-19,4.9253729E-19
468.9,3.8975809E-19,4.9240810E-19
469,3.8969500E-19,4.9227896E-19
469.1,3.8963194E-19,4.9214989E-19
469.2,3.8956890E-19,4.9202087E-19
469.3,3.8950589E-19,4.9189192E-19
469.4,3.8944290E-19,4.9176303E-19
469.5,3.8937993E-19,4.9163420E-19
469.6,3.8931698E-19,4.9150543E-19
469.7,3.8925406E-19,4.9137673E-19
469.8,3.8919117E-19,4.9124808E-19
469.9,3.8912829E-19,4.9111949E-19
470,3.8906544E-19,4.9099097E-19
470.1,3.8900262E-19,4.9086251E-19
470.2,3.8893981E-19,4.9073411E-19
470.3,3.8887703E-19,4.9060576E-19
470.4,3.8881428E-19,4.9047748E-19
470.5,3.8875155E-19,4.9034927E-19
470.6,3.8868884E-19,4.9022111E-19
470.7,3.8862615E-19,4.9009301E-19
470.8,3.8856349E-19,4.8996497E-19
470.9,3.8850085E-19,4.8983699E-19
471,3.8843823E-19,4.8970908E-19
471.1,3.8837564E-19,4.8958122E-19
471.2,3.8831307E-19,4.8945343E-19
471.3,3.8825053E-19,4.8932569E-19
471.4,3.8818801E-19,4.8919802E-19
471.5,3.8812551E-19,4.8907041E-19
471.6,3.8806303E-19,4.8894285E-19
471.7,3.8800058E-19,4.8881536E-19
471.8,3.8793815E-19,4.8868793E-19
471.9,3.8787575E-19,4.8856055E-19
472,3.8781336E-19,4.8843324E-19
472.1,3.8775101E-19,4.8830599E-19
472.2,3.8768867E-19,4.8817880E-19
472.3,3.8762636E-19,4.8805166E-19
472.4,3.8756407E-19,4.8792459E-19
472.5,3.8750180E-19,4.8779758E-19
472.6,3.8743956E-19,4.8767063E-19
472.7,3.8737734E-19,4.8754374E-19
472.8,3.8731514E-19,4.8741690E-19
472.9,3.8725297E-19,4.8729013E-19
473,3.8719082E-19,4.8716342E-19
473.1,3.8712869E-19,4.8703676E-19
473.2,3.8706659E-19,4.8691017E-19
473.3,3.8700451E-19,4.8678364E-19
473.4,3.8694245E-19,4.8665716E-19
473.5,3.8688041E-19,4.8653075E-19
473.6,3.8681840E-19,4.8640439E-19
473.7,3.8675641E-19,4.8627810E-19
473.8,3.8669445E-19,4.8615186E-19
473.9,3.8663250E-19,4.8602568E-19
474,3.8657058E-19,4.8589957E-19
474.1,3.8650869E-19,4.8577351E-19
474.2,3.8644681E-19,4.8564751E-19
474.3,3.8638496E-19,4.8552157E-19
474.4,3.8632313E-19,4.8539569E-19
474.5,3.8626133E-19,4.8526987E-19
474.6,3.8619955E-19,4.8514410E-19
474.7,3.8613779E-19,4.8501840E-19
474.8,3.8607605E-19,4.8489276E-19
474.9,3.8601434E-19,4.8476717E-19
475,3.8595265E-19,4.8464165E-19
475.1,3.8589098E-19,4.8451618E-19
475.2,3.8582933E-19,4.8439077E-19
475.3,3.8576771E-19,4.8426542E-19
475.4,3.8570611E-19,4.8414013E-19
475.5,3.8564454E-19,4.8401490E-19
475.6,3.8558298E-19,4.8388973E-19
475.7,3.8552145E-19,4.8376461E-19
475.8,3.8545994E-19,4.8363955E-19
475.9,3.8539846E-19,4.8351456E-19
476,3.8533699E-19,4.8338962E-19
476.1,3.8527555E-19,4.8326474E-19
476.2,3.8521414E-19,4.8313992E-19
476.3,3.8515274E-19,4.8301515E-19
476.4,3.8509137E-19,4.8289045E-19
476.5,3.8503002E-19,4.8276580E-19
476.6,3.8496869E-19,4.8264121E-19
476.7,3.8490739E-19,4.8251668E-19
476.8,3.8484611E-19,4.8239221E-19
476.9,3.8478485E-19,4.8226780E-19
477,3.8472361E-19,4.8214344E-19
477.1,3.8466240E-19,4.8201915E-19
477.2,3.8460121E-19,4.8189491E-19
477.3,3.8454004E-19,4.8177073E-19
477.4,3.8447889E-19,4.8164660E-19
477.5,3.8441777E-19,4.8152254E-19
477.6,3.8435667E-19,4.8139853E-19
477.7,3.8429559E-19,4.8127458E-19
477.8,3.8423453E-19,4.8115069E-19
477.9,3.8417350E-19,4.8102686E-19
478,3.8411249E-19,4.8090308E-19
478.1,3.8405150E-19,4.8077936E-19
478.2,3.8399053E-19,4.8065570E-19
478.3,3.8392959E-19,4.8053210E-19
478.4,3.8386867E-19,4.8040855E-19
478.5,3.8380777E-19,4.8028507E-19
478.6,3.8374689E-19,4.8016164E-19
478.7,3.8368604E-19,4.8003826E-19
478.8,3.8362521E-19,4.7991495E-19
478.9,3.8356440E-19,4.7979169E-19
479,3.8350361E-19,4.7966849E-19
479.1,3.8344284E-19,4.7954535E-19
479.2,3.8338210E-19,4.7942226E-19
479.3,3.8332138E-19,4.7929923E-19
479.4,3.8326068E-19,4.7917626E-19
479.5,3.8320001E-19,4.7905335E-19
479.6,3.8313935E-19,4.7893049E-19
479.7,3.8307872E-19,4.7880769E-19
479.8,3.8301811E-19,4.7868495E-19
479.9,3.8295753E-19,4.7856226E-19
480,3.8289696E-19,4.7843963E-19
480.1,3.8283642E-19,4.7831706E-19
480.2,3.8277590E-19,4.7819455E-19
480.3,3.8271540E-19,4.7807209E-19
480.4,3.8265492E-19,4.7794969E-19
480.5,3.8259447E-19,4.7782734E-19
480.6,3.8253404E-19,4.7770506E-19
480.7,3.8247363E-19,4.7758283E-19
480.8,3.8241324E-19,4.7746065E-19
480.9,3.8235288E-19,4.7733853E-19
481,3.8229253E-19,4.7721647E-19
481.1,3.8223221E-19,4.7709447E-19
481.2,3.8217191E-19,4.7697252E-19
481.3,3.8211164E-19,4.7685063E-19
481.4,3.8205138E-19,4.7672880E-19
481.5,3.8199115E-19,4.7660702E-19
481.6,3.8193094E-19,4.7648530E-19
481.7,3.8187075E-19,4.7636363E-19
481.8,3.8181058E-19,4.7624202E-19
481.9,3.8175043E-19,4.7612047E-19
482,3.8169031E-19,4.7599897E-19
482.1,3.8163021E-19,4.7587753E-19
482.2,3.8157013E-19,4.7575615E-19
482.3,3.8151007E-19,4.7563482E-19
482.4,3.8145004E-19,4.7551355E-19
482.5,3.8139002E-19,4.7539233E-19
482.6,3.8133003E-19,4.7527117E-19
482.7,3.8127006E-19,4.7515007E-19
482.8,3.8121011E-19,4.7502902E-19
482.9,3.8115019E-19,4.7490802E-19
483,3.8109028E-19,4.7478709E-19
483.1,3.8103040E-19,4.7466621E-19
483.2,3.8097054E-19,4.7454538E-19
483.3,3.8091070E-19,4.7442461E-19
483.4,3.8085088E-19,4.7430390E-19
483.5,3.8079109E-19,4.7418324E-19
483.6,3.8073131E-19,4.7406264E-19
483.7,3.8067156E-19,4.7394209E-19
483.8,3.8061183E-19,4.7382160E-19
483.9,3.8055212E-19,4.7370117E-19
484,3.8049244E-19,4.7358079E-19
484.1,3.8043277E-19,4.7346046E-19
484.2,3.8037313E-19,4.7334019E-19
484.3,3.8031351E-19,4.7321998E-19
484.4,3.8025391E-19,4.7309982E-19
484.5,3.8019433E-19,4.7297972E-19
484.6,3.8013477E-19,4.7285967E-19
484.7,3.8007524E-19,4.7273968E-19
484.8,3.8001572E-19,4.7261974E-19
484.9,3.7995623E-19,4.7249986E-19
485,3.7989676E-19,4.7238003E-19
485.1,3.7983731E-19,4.7226026E-19
485.2,3.7977788E-19,4.7214054E-19
485.3,3.7971848E-19,4.7202088E-19
485.4,3.7965909E-19,4.7190128E-19
485.5,3.7959973E-19,4.7178172E-19
485.6,3.7954039E-19,4.7166223E-19
485.7,3.7948107E-19,4.7154278E-19
485.8,3.7942177E-19,4.7142340E-19
485.9,3.7936249E-19,4.7130406E-19
486,3.7930324E-19,4.7118479E-19
486.1,3.7924400E-19,4.7106556E-19
486.2,3.7918479E-19,4.7094640E-19
486.3,3.7912560E-19,4.7082728E-19
486.4,3.7906643E-19,4.7070822E-19
486.5,3.7900728E-19,4.7058922E-19
486.6,3.7894816E-19,4.7047027E-19
486.7,3.7888905E-19,4.7035137E-19
486.8,3.7882997E-19,4.7023253E-19
486.9,3.7877090E-19,4.7011374E-19
487,3.7871186E-19,4.6999501E-19
487.1,3.7865284E-19,4.6987633E-19
487.2,3.7859384E-19,4.6975771E-19
487.3,3.7853487E-19,4.6963914E-19
487.4,3.7847591E-19,4.6952063E-19
487.5,3.7841697E-19,4.6940216E-19
487.6,3.7835806E-19,4.6928376E-19
487.7,3.7829917E-19,4.6916541E-19
487.8,3.7824030E-19,4.6904711E-19
487.9,3.7818145E-19,4.6892886E-19
488,3.7812262E-19,4.6881067E-19
488.1,3.7806381E-19,4.6869254E-19
488.2,3.7800502E-19,4.6857445E-19
488.3,3.7794626E-19,4.6845643E-19
488.4,3.7788751E-19,4.6833845E-19
488.5,3.7782879E-19,4.6822053E-19
488.6,3.7777009E-19,4.6810266E-19
488.7,3.7771141E-19,4.6798485E-19
488.8,3.7765275E-19,4.6786709E-19
488.9,3.7759411E-19,4.6774938E-19
489,3.7753549E-19,4.6763173E-19
489.1,3.7747690E-19,4.6751413E-19
489.2,3.7741832E-19,4.6739659E-19
489.3,3.7735977E-19,4.6727910E-19
489.4,3.7730124E-19,4.6716166E-19
489.5,3.7724272E-19,4.6704428E-19
489.6,3.7718423E-19,4.6692695E-19
489.7,3.7712576E-19,4.6680967E-19
489.8,3.7706731E-19,4.6669245E-19
489.9,3.7700888E-19,4.6657527E-19
490,3.7695048E-19,4.6645816E-19
490.1,3.7689209E-19,4.6634109E-19
490.2,3.7683373E-19,4.6622408E-19
490.3,3.7677538E-19,4.6610713E-19
490.4,3.7671706E-19,4.6599022E-19
490.5,3.7665876E-19,4.6587337E-19
490.6,3.7660048E-19,4.6575657E-19
490.7,3.7654221E-19,4.6563983E-19
490.8,3.7648398E-19,4.6552314E-19
490.9,3.7642576E-19,4.6540650E-19
491,3.7636756E-19,4.6528991E-19
491.1,3.7630938E-19,4.6517338E-19
491.2,3.7625123E-19,4.6505690E-19
491.3,3.7619309E-19,4.6494047E-19
491.4,3.7613498E-19,4.6482410E-19
491.5,3.7607688E-19,4.6470778E-19
491.6,3.7601881E-19,4.6459151E-19
491.7,3.7596076E-19,4.6447529E-19
491.8,3.7590272E-19,4.6435913E-19
491.9,3.7584471E-19,4.6424302E-19
492,3.7578672E-19,4.6412696E-19
492.1,3.7572875E-19,4.6401095E-19
492.2,3.7567081E-19,4.6389500E-19
492.3,3.7561288E-19,4.6377910E-19
492.4,3.7555497E-19,4.6366325E-19
492.5,3.7549708E-19,4.6354746E-19
492.6,3.7543922E-19,4.6343171E-19
492.7,3.7538137E-19,4.6331602E-19
492.8,3.7532355E-19,4.6320038E-19
492.9,3.7526575E-19,4.6308480E-19
493,3.7520796E-19,4.6296926E-19
493.1,3.7515020E-19,4.6285378E-19
493.2,3.7509246E-19,4.6273835E-19
493.3,3.7503474E-19,4.6262298E-19
493.4,3.7497704E-19,4.6250765E-19
493.5,3.7491936E-19,4.6239238E-19
493.6,3.7486170E-19,4.6227716E-19
493.7,3.7480406E-19,4.6216199E-19
493.8,3.7474644E-19,4.6204687E-19
493.9,3.7468884E-19,4.6193181E-19
494,3.7463126E-19,4.6181680E-19
494.1,3.7457371E-19,4.6170184E-19
494.2,3.7451617E-19,4.6158693E-19
494.3,3.7445865E-19,4.6147207E-19
494.4,3.7440116E-19,4.6135726E-19
494.5,3.7434368E-19,4.6124251E-19
494.6,3.7428623E-19,4.6112781E-19
494.7,3.7422879E-19,4.6101316E-19
494.8,3.7417138E-19,4.6089856E-19
494.9,3.7411399E-19,4.6078401E-19
495,3.7405661E-19,4.6066952E-19
495.1,3.7399926E-19,4.6055507E-19
495.2,3.7394193E-19,4.6044068E-19
495.3,3.7388462E-19,4.6032634E-19
495.4,3.7382732E-19,4.6021205E-19
495.5,3.7377005E-19,4.6009781E-19
495.6,3.7371280E-19,4.5998363E-19
495.7,3.7365557E-19,4.5986949E-19
495.8,3.7359836E-19,4.5975541E-19
495.9,3.7354117E-19,4.5964138E-19
496,3.7348400E-19,4.5952740E-19
496.1,3.7342685E-19,4.5941347E-19
496.2,3.7336972E-19,4.5929959E-19
496.3,3.7331261E-19,4.5918576E-19
496.4,3.7325552E-19,4.5907198E-19
496.5,3.7319846E-19,4.5895826E-19
496.6,3.7314141E-19,4.5884459E-19
496.7,3.7308438E-19,4.5873096E-19
496.8,3.7302737E-19,4.5861739E-19
496.9,3.7297038E-19,4.5850387E-19
497,3.7291342E-19,4.5839040E-19
497.1,3.7285647E-19,4.5827698E-19
497.2,3.7279954E-19,4.5816361E-19
497.3,3.7274263E-19,4.5805029E-19
497.4,3.7268575E-19,4.5793703E-19
497.5,3.7262888E-19,4.5782381E-19
497.6,3.7257203E-19,4.5771065E-19
497.7,3.7251521E-19,4.5759753E-19
497.8,3.7245840E-19,4.5748447E-19
497.9,3.7240161E-19,4.5737145E-19
498,3.7234485E-19,4.5725849E-19
498.1,3.7228810E-19,4.5714558E-19
498.2,3.7223137E-19,4.5703272E-19
498.3,3.7217467E-19,4.5691991E-19
498.4,3.7211798E-19,4.5680715E-19
498.5,3.7206132E-19,4.5669444E-19
498.6,3.7200467E-19,4.5658178E-19
498.7,3.7194804E-19,4.5646917E-19
498.8,3.7189144E-19,4.5635661E-19
498.9,3.7183485E-19,4.5624410E-19
499,3.7177828E-19,4.5613164E-19
499.1,3.7172174E-19,4.5601923E-19
499.2,3.7166521E-19,4.5590688E-19
499.3,3.7160870E-19,4.5579457E-19
499.4,3.7155222E-19,4.5568231E-19
499.5,3.7149575E-19,4.5557010E-19
499.6,3.7143930E-19,4.5545795E-19
499.7,3.7138288E-19,4.5534584E-19
499.8,3.7132647E-19,4.5523378E-19
499.9,3.7127008E-19,4.5512177E-19
500,3.7121371E-19,4.5500982E-19
500.1,3.7115737E-19,4.5489791E-19
500.2,3.7110104E-19,4.5478605E-19
500.3,3.7104473E-19,4.5467424E-19
500.4,3.7098844E-19,4.5456249E-19
500.5,3.7093217E-19,4.5445078E-19
500.6,3.7087592E-19,4.5433912E-19
500.7,3.7081970E-19,4.5422751E-19
500.8,3.7076349E-19,4.5411595E-19
500.9,3.7070730E-19,4.5400444E-19
501,3.7065113E-19,4.5389298E-19
501.1,3.7059498E-19,4.5378157E-19
501.2,3.7053885E-19,4.5367021E-19
501.3,3.7048274E-19,4.5355890E-19
501.4,3.7042664E-19,4.5344764E-19
501.5,3.7037057E-19,4.5333643E-19
501.6,3.7031452E-19,4.5322527E-19
501.7,3.7025849E-19,4.5311415E-19
501.8,3.7020248E-19,4.5300309E-19
501.9,3.7014648E-19,4.5289207E-19
502,3.7009051E-19,4.5278111E-19
502.1,3.7003456E-19,4.5267019E-19
502.2,3.6997862E-19,4.5255933E-19
502.3,3.6992271E-19,4.5244851E-19
502.4,3.6986682E-19,4.5233774E-19
502.5,3.6981094E-19,4.5222702E-19
502.6,3.6975508E-19,4.5211635E-19
502.7,3.6969925E-19,4.5200573E-19
502.8,3.6964343E-19,4.5189516E-19
502.9,3.6958764E-19,4.5178464E-19
503,3.6953186E-19,4.5167416E-19
503.1,3.6947610E-19,4.5156374E-19
503.2,3.6942036E-19,4.5145336E-19
503.3,3.6936464E-19,4.5134304E-19
